	2019-Dec	2018-Dec	2018-Nov	2019-Apr	2019-Aug	2019-Feb	2019-Jan	2019-Jul	2019-Jun	2019-Mar	2019-May	2019-Nov	2019-Sep	2020-Aug	2020-Dec	2020-Feb	2020-Jan	2020-Jul	2020-Mar	2020-Nov	2020-Oct	2020-Sep	2021-Apr	2021-Jan	2021-Jun	2021-Mar	2021-May
2019-Mar-viral-fraction__viral-spades-short__as-yet-unknown__29580bp__000490||full	0	0	0	0.3445462	0.21293609	0	0.118424006	0.14145689	0.10840393	0.857755	0.16094884	0	0	0	0	0.16212359	0	0.109097056	0.6119805	0	0	0	0.14373712	0.052524194	0.124619275	0.16280378	0.15897097
2019-Mar-viral-fraction__viral-spades-short__as-yet-unknown__29334bp__000501||full	9.620199	3.2183905	3.290386	4.312345	6.315195	3.055804	3.324729	5.0617337	4.4632096	3.1272755	1.0850847	8.781133	6.8053904	23.603966	5.0155206	4.262348	4.83089	10.819211	4.2822437	4.536597	10.261817	6.0518856	3.3938413	4.205808	24.097448	4.238131	3.82771
2019-Mar-viral-fraction__viral-spades-short__as-yet-unknown__29196bp__000507||full	0.23351939	31.41466	21.651978	37.388527	0.45513517	59.68065	25.187664	0.46847767	0.6041004	14.447296	5.8404393	0.37145045	0.15795812	0	2.858887	0.93228525	1.9490436	0.15939613	2.4009693	3.741871	0.9364001	0.2738441	9.511948	5.622125	1.2861153	5.3151307	1.9231154
2019-Mar-viral-fraction__viral-spades-short__as-yet-unknown__29044bp__000512||full	0.15139198	0.094087616	0.059483398	7.1422863	0.17570882	1.0756663	0.98675007	0.16312328	0.8733494	2.2320397	0.8808127	0.07986174	0.10043877	0.0964389	0.4592305	2.3691354	1.3999112	0.19307125	4.0135393	0.08238722	0	0.05265147	0.24783656	0.5825348	0.08681903	0.40787885	0.14725399
2019-Mar-viral-fraction__viral-spades-short__as-yet-unknown__28500bp__000529||full	0	0	0	0	0	0.23948623	0	0	0.039954595	1.4066344	0.4358124	0	0	0	0	0	0	0	0.20653562	0	0	0	0	0.04668027	0	0	0
2019-Mar-viral-fraction__viral-spades-short__as-yet-unknown__27783bp__000561||full	1.4553301	14.258321	14.351885	10.369971	1.9436426	12.517181	12.011732	1.064038	1.1193204	5.4812007	3.2485979	1.4781445	3.8090646	0.5754196	0.98036903	1.723212	2.0681689	0.54955685	2.0238068	0.8344039	1.0938437	0.92461526	0.75049216	1.0523238	0.4333645	0.8511322	0.48769996
2019-Mar-viral-fraction__viral-spades-short__as-yet-unknown__27192bp__000593||full	0	0	0	0	1.0121553	0.990253	0.27785084	0.72126764	0.5668424	1.6060277	0.15868305	0	0.27551004	0	0	0.62835675	0.6006317	0.21376458	1.3493638	0.07960273	0.13671122	0.23822273	0.12184891	0.11393227	0.07104636	0.09086116	0.052491043
2019-Mar-viral-fraction__viral-spades-short__as-yet-unknown__26740bp__000623||full	2.1839209	1.6719534	0.38910812	19.433401	0.64406615	4.725297	5.090213	0.390053	2.072717	8.799641	4.448726	0.52107084	0.5676969	0.5855086	1.3983831	3.6662009	2.6091034	0.48831052	3.0949073	0.6268404	0.17743313	0.21141693	0.6453799	0.70560116	1.2601476	0.50077325	0.59060043
2019-Mar-viral-fraction__viral-spades-short__as-yet-unknown__25662bp__000677||full	1.5506595	1.601274	1.4612552	0.11027377	0	1.8066733	1.6514074	0	0	1.122084	0.7994475	1.2649775	0	0	0.8363443	1.364844	1.6165279	0	0.7218676	0.396403	0.15518174	0.035810225	0.57616305	0.54018354	0.06551618	0.21254775	0
2019-Mar-viral-fraction__viral-spades-short__as-yet-unknown__24030bp__000771||full	0.114618786	0.22858807	0.085173704	0.26394206	0	0.9525287	1.010658	0	0.05041817	1.2771336	0.30529448	0.04217339	0	0	0.11749061	0.51543736	0.093310915	0	0.31113783	0	0.24115545	0	0.09763042	0.0402633	0	0.067961715	0
2019-Mar-viral-fraction__viral-spades-short__as-yet-unknown__23039bp__000851||full	0	0	0	0.28288037	0	0.71392524	0.3776975	0	0.32808304	6.046849	1.3939149	0	0	0	0.2441654	0.33485213	0.29627466	0.12614787	0.23420481	0	0	0	0.6218152	0.43240464	0.15146774	3.7111702	1.0843681
2019-Mar-viral-fraction__viral-spades-short__as-yet-unknown__22909bp__000868||full	2.7752855	1.400224	1.6192235	8.259607	3.6561651	2.9122949	2.3039944	5.3812737	1.4487087	1.6511639	1.5779475	2.7867312	4.9917016	2.2187414	2.9450195	4.304348	4.5563874	1.7605077	4.100917	1.6054902	1.4276165	1.4040496	1.1838558	3.904104	1.7258804	4.011638	1.6682378
2019-Mar-viral-fraction__viral-spades-short__as-yet-unknown__22704bp__000882||full	0.063540705	0.24669369	0.29317683	8.237087	0.093428515	0.7025829	0.5637642	0.11282991	0.26441187	0.88669294	0.63903886	0.05851047	0.102164686	0.20935334	0.4444096	1.3614358	0.98781264	0.48199546	10.909671	0.2634297	0.17802645	0.4173241	0.34137908	0.7022644	0.1455467	0.740167	0.24373686
2019-Mar-viral-fraction__viral-spades-short__as-yet-unknown__22645bp__000886||full	0.21975094	1.3475308	1.7009587	0.09815407	2.8561099	1.927936	2.0384665	2.0635474	0.15005347	1.1786246	0.43722785	0.24523835	3.1329446	0.16680807	1.0607738	0.95067656	1.162087	0.13392583	1.0216079	1.7411584	2.3909554	0.17466025	0.09303438	0.53491986	0	0.15672605	0.09454785
2019-Mar-viral-fraction__viral-spades-short__as-yet-unknown__22536bp__000898||full	0	0	0	0.10729128	0	1.0888928	0.7040295	0	0.04436512	1.0224797	0.29864964	0	0	0	0	0.046617374	0	0	0.15864983	0	0	0	0.1031955	0.10604179	0	0.19472094	0.051157065
2019-Mar-viral-fraction__viral-spades-short__as-yet-unknown__21911bp__000949||full	0.078329235	2.850245	3.1814773	1.5526748	0.059787355	2.8449576	3.0655496	0	0.13112177	1.4972075	0.35765067	0.10726723	0.0605023	0	0.6183532	0.24625146	0.30787748	0.05551967	0.14091216	0.51848954	0.45700938	0.6949109	0.2936097	0.45912254	0.1321759	0.43627813	0.18226145
2019-Mar-viral-fraction__viral-spades-short__as-yet-unknown__21844bp__000954||full	1.6698688	0.15872964	0.12652905	2.8170955	0.18598434	2.5933228	0.8159285	0.20950635	0.39747646	1.930011	0.74274397	1.1382297	0.23779242	0.25808957	9.892933	7.3836827	7.657799	0.30662698	1.3608695	4.692925	0.64769435	0.40671277	1.8738579	7.9269385	0.9337464	3.7353172	1.0773702
2019-Mar-viral-fraction__viral-spades-short__as-yet-unknown__21503bp__000990||full	0.30687478	0	0	3.188427	0.08917876	0	0	0.048426013	0.27238825	0.8258646	0.68264544	0.1997649	0.04135461	0.26261255	0.50146556	0.6028717	0.58892065	0.592821	0	0.7159126	2.236643	0	1.0112568	0.29231182	1.1453967	3.4349365	1.916321
2019-Mar-viral-fraction__viral-spades-short__as-yet-unknown__21101bp__001029||full	0.07925297	0.99410814	0.82580715	0.8059598	0.15939052	4.869432	1.352088	0.24637273	0.36829934	2.1029027	1.530719	0	0.09396824	0.9345848	0.35398176	1.1277142	0.6509477	0.19394554	2.8272715	0.14421451	0.10039518	0.30932915	0.8103343	0.4527773	0.49728048	1.0688636	0.7830502
2019-Mar-viral-fraction__viral-spades-short__as-yet-unknown__20409bp__001101||full	0	0	0	0.30547598	0	0.54856	0.21091509	0.051004574	0.14060557	1.1689236	0.48568127	0	0	0	0	0.29783234	0.23612021	0	0.73484296	0	0	0	0.21912527	0.11305356	0.062425204	0.32933003	0.1422718
2019-Mar-viral-fraction__viral-spades-short__as-yet-unknown__19976bp__001142||full	3.2907307	34.16898	39.713066	16.970304	3.0589201	25.932093	26.422869	3.0354455	2.1968706	6.5360613	2.830046	3.0789506	3.7540436	1.1126666	2.731477	5.7424803	6.949322	1.0589106	5.702044	1.9039408	2.0140686	1.8104961	1.3716058	3.0489087	1.2364233	2.1986907	1.5833338
2019-Mar-viral-fraction__viral-spades-short__as-yet-unknown__19695bp__001168||full	0.3882801	3.193951	3.7938087	0.39910987	0.5067429	1.4897255	1.8361945	0.47566018	0.3801973	0.42299792	0.21511886	0.26883397	0.671838	1.665665	0.52861196	0.31541914	0.36837143	1.0191307	0.29227266	0.60421133	1.2224581	1.4857496	0.049106862	0.3594698	0.14898813	0.13979681	0.071973994
2019-Mar-viral-fraction__viral-spades-short__as-yet-unknown__19664bp__001175||full	0	0	0	4.206346	0	0	0	0	0.0488531	3.1196847	0.7402933	0	0	0	0	0	0.058363635	0	0.32992592	0	0	0	0	0	0	0	0
2019-Mar-viral-fraction__viral-spades-short__as-yet-unknown__18906bp__001277||full	1.937376	95.19129	108.473114	91.28492	0.9394528	82.365166	108.954475	1.817871	6.748163	36.050793	10.927092	1.3810513	0.5941186	0.07759029	0.14991061	1.9263371	1.9134941	0.15885562	0.9213756	0	0	0.06909265	0.048621275	0.21404313	0.098310456	0.15282166	0.06618382
2019-Mar-viral-fraction__viral-spades-short__as-yet-unknown__18614bp__001323||full	0.19269527	0.044944298	0.050576605	0.13980733	0.12261378	0.7535486	0.43302432	0.12901881	0.17913586	2.653513	0.16533628	0.08000937	0.06792647	0.10054224	0.094808914	1.0244645	0.87402594	0.1425728	2.1347322	0.049021937	0	0	0.07974744	0.07097907	0.12118905	0.25030282	0.39289218
2019-Mar-viral-fraction__viral-spades-short__as-yet-unknown__18053bp__001408||full	0.2470877	0.11430825	0.077983595	2.7419024	0.043827213	2.1994913	1.48362	0	0.13827527	1.0241979	0.5398374	0.37810707	0.059626643	0	0.25905237	0.693598	1.3556684	0	0.7588693	0.15163666	0.14613123	0.3882987	0.22386697	0.30150214	0.071155295	0.22038491	0.06174036
2019-Mar-viral-fraction__viral-spades-short__as-yet-unknown__17777bp__001436||full	1.5470377	0.17462814	0.13748182	0.21346289	0.47284198	1.6387589	0.7066414	0.23595394	0.82091767	1.1960108	5.5894613	1.483968	0.40219665	0.22092669	0	3.8956664	5.028403	0.37126115	1.4011407	0	0	0.2630249	0.11312017	0	0.4047292	0.05417878	0.14408168
2019-Mar-viral-fraction__viral-spades-short__as-yet-unknown__17575bp__001465||full	0	0.23110674	0.2786155	35.19747	0.48130676	9.261222	4.7732897	0.19761784	0.7329088	14.71579	3.4301612	0	0.13706467	0.12224908	0	0	0.07974024	0.59675294	0.2788933	0	0	0.08253132	0.931164	0	0.52167886	0	0.33486316
2019-Mar-viral-fraction__viral-spades-short__as-yet-unknown__15687bp__001797||full	0.5171969	2.256839	2.3248866	2.208935	0.51111215	2.674234	2.243946	0	0.21892747	0.927959	0.64678204	0.8220577	2.531596	0	0	0.98545676	1.4300942	0	1.0980985	0	0	0.08844475	0	0.058119997	0	0	0
2019-Mar-viral-fraction__viral-spades-short__as-yet-unknown__15322bp__001884||full	0.38888195	1.1763074	0.6132859	1.8477215	2.147907	13.875327	7.3411245	1.8646672	0.15102404	5.493682	2.144619	0.57170594	0.38973147	0.5413386	0.4319081	0.6672518	1.41008	1.3760827	0.28390807	0.23567662	0.11167887	0.26932102	1.7638149	0.7547864	0.6774963	1.2572873	1.0451933
2019-Mar-viral-fraction__viral-spades-short__as-yet-unknown__14437bp__002093||full	0	0	0	7.362349	0	1.3579546	0.84966815	0.052833803	0.26126713	1.2614262	1.3841403	0.09814812	0	0.26807815	0	0	0	0	0	0.04639752	0.057150338	0.0861303	0	0.045115218	0	0.05076762	0
2019-Mar-viral-fraction__viral-spades-short__as-yet-unknown__14245bp__002147||full	0.2780065	0	0	0.3582717	0	0.20947206	0.23450552	0	0.043192707	0.49344787	0.24236558	0.19613151	0	0.14661501	0.29846862	0.52926403	0.19108956	0	0.23362972	0	0.042346865	0	0.11176366	0.20969887	0.21633339	0.30011928	0.34372768
2019-Mar-viral-fraction__viral-spades-short__as-yet-unknown__13653bp__002336||full	2.7760324	1.611748	2.2390723	0.17424652	2.4702032	1.4140465	1.3381832	1.6253052	0.5140781	0.48250604	0.35182676	4.3340297	3.4879143	3.9892094	3.166944	1.8087815	2.2151058	1.4430163	0.85041624	3.8685098	5.961996	6.6206827	0.254387	2.3786001	0.40998194	0.7966835	0.36014456
2019-Mar-viral-fraction__viral-spades-short__as-yet-unknown__57580bp__000096||full	12.280773	3.0239534	3.4478393	27.420444	5.4819756	6.519452	5.697768	4.622374	4.2106714	10.672186	7.5937476	11.752013	10.216086	5.688728	4.6328235	19.382793	13.3326645	5.533019	12.633423	3.3079777	3.2958245	3.07588	6.384846	4.488395	4.08377	8.043317	6.020453
2019-Mar-viral-fraction__viral-spades-short__as-yet-unknown__55397bp__000108||full	0.89018345	1.7862115	1.9679981	0.21079393	0.5366918	4.6726584	3.471244	0.95116025	1.2812812	6.1107993	4.249089	0.38303578	0.42717266	0.3213075	0.7350175	2.5693955	2.5570214	0.6708314	3.7013073	0.4539647	0.3322908	0.49989656	1.4982432	0.8507071	0.45420894	1.1638578	1.373801
2019-Mar-viral-fraction__viral-spades-short__as-yet-unknown__54160bp__000113||full	15.651819	1.8449327	1.2366948	1.4594951	2.7099383	16.90621	11.1699095	3.9819582	3.8458688	23.838364	17.022512	5.3568244	2.7005491	2.239014	3.824398	21.112684	20.750927	3.974465	4.952142	2.472575	1.9795878	2.2768161	2.5917408	3.7539527	1.4346905	3.3305619	2.2211337
2019-Apr-viral-fraction__viral-spades-short__as-yet-unknown__172774bp__000001||full	0.5884239	5.8316817	4.0450983	10.773956	0.288814	7.504219	8.749527	0.6293426	1.1320621	8.7226305	0.7031087	0.37437087	0.24373654	0.37592223	1.3621982	2.0137076	1.7629586	0.65510345	4.7518687	0.6589007	0.23412965	0.21831979	2.323674	2.0294929	0.69013494	5.4552345	2.3548312
2019-Apr-viral-fraction__viral-spades-short__as-yet-unknown__134875bp__000002||full	56.061398	1.3766149	1.4153777	2.3666744	0.2832801	3.1618044	3.4135883	0.32174122	0.37275115	5.229768	1.0518392	79.42659	0.24051799	0.19559039	2.6719425	9.246077	14.926063	0.4977984	1.1853307	2.8634005	2.2339852	4.142313	2.1635242	2.1845684	0.27779958	2.1995323	1.4465647
2019-Apr-viral-fraction__viral-spades-short__as-yet-unknown__122558bp__000003||full	0.432075	0.04368071	0.052353665	21.203844	0.07752033	4.404772	1.2889268	0.113097906	0.54718274	11.050323	2.4402478	0	0	0.079073444	5.619128	4.073696	6.0991116	0.1737607	1.753119	0.5667194	0	0	2.610806	3.889205	0.252195	2.1213145	1.0665245
2019-Apr-viral-fraction__viral-spades-short__as-yet-unknown__112352bp__000005||full	1.889687	1.2919039	1.0348985	1.5881672	0.06384549	1.9590946	1.9035021	0.07925221	0.19839735	2.9259837	0.19836836	0.92712367	0.17304143	1.0511264	1.6342475	1.8407826	2.7304862	0.21238607	1.9369487	1.3041422	0.34636045	1.1070372	1.7144592	1.0688123	0.22919396	1.6029147	0.8383474
2019-Apr-viral-fraction__viral-spades-short__as-yet-unknown__99256bp__000007||full	1.547978	0.5978809	0.4720028	1.551388	0.470246	0.61298585	0.59676695	0.42227274	0.067179106	0.9804386	0.24004091	0.59311825	0.89269567	1.126964	1.2897582	0.94148314	1.5833777	1.3760489	1.7261579	1.471314	0.5693603	0.7699543	1.0995052	0.9805696	0.23365758	1.1920178	0.65062696
2019-Apr-viral-fraction__viral-spades-short__as-yet-unknown__93028bp__000010||full	0.5565308	0.72642636	0.34848398	6.7351036	3.563041	4.2149243	2.211484	1.1962056	1.0617353	5.5408683	7.0522327	0.3203596	4.2751927	1.050187	2.0342853	1.0691295	1.1539117	1.7889323	1.1898214	1.1264997	0.6910081	0.8411608	2.7253304	1.1903201	0.60108304	1.3268498	0.5658781
2019-Apr-viral-fraction__viral-spades-short__as-yet-unknown__73761bp__000019||full	0.31587294	1.3100888	1.522629	10.953332	0.6602286	2.7979248	2.103586	0.8507534	1.4704977	3.4573028	6.0115457	0.33086511	0.98378754	0.65991604	0.36407322	0.46586767	0.50392157	1.1133711	0.3813947	0.2694965	0.32295468	0.44483027	1.492165	0.41091657	2.5740194	0.8570997	2.547731
2019-Apr-viral-fraction__viral-spades-short__as-yet-unknown__73575bp__000020||full	0.3696531	0.110289484	0.100356504	1.4465356	0.1926694	0	0.18361714	0.11962157	0.31161028	0.4535593	0.61968285	0.35035858	0.24164003	0.19016196	0.093713045	0.6767922	0.53079283	0.21940921	0.8223083	0.07321002	0.22711788	0.12717946	0.14066419	0.0494868	0.09556852	0.10237825	0.05560203
2019-Apr-viral-fraction__viral-spades-short__as-yet-unknown__71373bp__000022||full	0.27700925	0.7560719	0.7740224	3.9290285	0.07695012	1.9247792	1.6281756	0.09024667	0.21569604	2.600337	0.83948076	0.2197951	0.12841953	0	0.6227135	0.45315814	0.51338154	0.05869557	0.47935432	0.1595198	0.06050213	0.07384204	0.6443942	0.91750187	0.13811333	0.6246941	0.25407958
2019-Apr-viral-fraction__viral-spades-short__as-yet-unknown__61068bp__000041||full	0.073988445	1.5919669	2.1079218	1.2718753	0	1.786153	2.068646	0.053834174	0.1502108	1.2720395	0.48362783	0	0	0.08719765	0	0.5521924	0.38394108	0.18526664	0.95446044	0	0	0	0.8566166	0.4768223	0.17680739	1.1161529	0.5551638
2019-Apr-viral-fraction__viral-spades-short__as-yet-unknown__60895bp__000042||full	14.966154	13.445396	16.586254	29.82821	0.6844072	19.766733	21.522104	1.0421544	2.1021595	13.87746	7.092554	24.870453	21.569563	0.60433054	23.41148	20.996368	17.309687	1.8342767	13.252184	24.429205	25.011414	8.94186	7.581156	22.165201	2.294528	10.395222	5.052005
2019-Apr-viral-fraction__viral-spades-short__as-yet-unknown__59862bp__000045||full	0.36141	4.3231144	1.6744654	10.882045	2.7781827	16.435396	9.716602	3.3994553	3.1995661	19.070343	12.044484	0.44136947	1.5101467	4.1519136	0.29163736	0.32427132	0.28254724	9.127656	0.45638898	0.20527181	0.49031794	1.0039631	1.3372862	0.24010625	4.243045	0.5529688	1.7640423
2019-Apr-viral-fraction__viral-spades-short__as-yet-unknown__58638bp__000047||full	0.8344909	1.4202664	1.7433317	10.058521	1.4466724	1.7604755	1.7053207	2.519559	0.6021895	2.827348	1.6624293	0.73778635	1.7261338	3.5660899	2.8499806	9.6080265	5.883557	7.393617	28.869081	1.9353673	2.1709752	2.710613	4.5772142	3.5677505	2.4983928	3.962227	3.8970442
2019-Apr-viral-fraction__viral-spades-short__as-yet-unknown__57052bp__000051||full	2.0733469	1.567561	1.9476963	12.338443	2.221606	4.336326	3.814265	2.8330321	0.9804252	9.355664	2.8955572	2.0299883	3.1116676	3.5332866	1.5788188	2.4904306	2.4532757	5.9714785	5.0913324	1.3883272	1.6583601	2.6412795	4.491685	1.7514193	1.8315536	6.407202	4.6322203
2019-Apr-viral-fraction__viral-spades-short__as-yet-unknown__56748bp__000053||full	1.0347991	0.9216184	0.88068134	50.699398	0.9983891	14.287525	7.909413	2.0047905	2.591842	22.370987	9.316713	0.6942973	0.7107967	0.46267402	0.9351837	5.4991293	5.701467	1.2094345	9.6431465	0.5122731	0.43952307	0.47468677	1.2009478	1.8925197	0.43593004	2.3275766	1.3015127
2019-Apr-viral-fraction__viral-spades-short__as-yet-unknown__55750bp__000057||full	0.4849273	1.3758703	1.3901045	9.332308	2.3374922	2.3775299	1.9583458	1.4694711	3.071185	3.3858995	4.362157	0.5900227	3.4443386	0.62244403	0.20392187	0.9679376	1.1682819	1.4232808	1.1166298	0.1748749	0.20594077	0.5499672	0.6867822	0.1815098	3.0602245	0.25764972	1.048774
2019-Apr-viral-fraction__viral-spades-short__as-yet-unknown__55503bp__000059||full	7.438765	38.19937	34.211815	25.447262	8.529197	38.372013	30.688906	10.342097	4.612104	35.84763	12.45642	10.636918	11.813202	2.5694473	14.113381	7.3971	9.584588	4.093923	9.969336	18.95711	14.936717	3.3801737	11.873416	16.771229	4.765951	16.142805	12.158564
2019-Apr-viral-fraction__viral-spades-short__as-yet-unknown__55306bp__000060||full	0.32889488	0.16637209	0.19612186	27.790594	0.5606159	2.8526487	1.1043944	1.1269953	1.3889823	8.238908	5.3611245	0.1882873	0.41022167	0.16457845	0.60620004	1.3149827	1.2410324	0.3314583	3.2491612	0.20270188	0.16831009	0.24043259	4.549262	1.3073382	1.302216	2.5515778	3.198656
2019-Apr-viral-fraction__viral-spades-short__as-yet-unknown__54547bp__000062||full	0.7900412	4.3910885	3.8216608	16.019386	1.1715267	6.3857064	7.546299	1.2584541	2.1254466	3.602575	2.567455	0.8010528	1.357555	1.2581587	1.0926096	3.416741	2.5251527	2.1828482	3.971057	0.81632596	0.8182511	1.3841786	0.7909493	1.1056347	4.9259677	0.597019	0.5747269
2019-Apr-viral-fraction__viral-spades-short__as-yet-unknown__54193bp__000064||full	0.12882921	0.31214908	0.28987747	10.697427	0.24438548	0.9200189	0.724327	0.27233204	0.67793524	0.67494285	0.43020126	0.14140187	0.27931845	0.3237799	0.7525835	1.9987528	1.3831393	0.6824758	6.374466	0.4019241	0.30971807	0.55842185	1.7543063	1.3292595	0.8964125	2.1294336	0.894591
2019-Apr-viral-fraction__viral-spades-short__as-yet-unknown__52796bp__000065||full	0.34880027	0.4927613	0.67165107	1.6474148	1.3278899	0.5983079	0.674586	2.0576928	1.7280407	0.4509081	0.9537061	0.60075	1.3524874	1.2267773	0.7904637	1.2151045	0.6917992	1.1819814	0.82634777	1.0407763	1.3223909	0.72916913	0.42279407	1.0363221	1.6132008	0.84710765	0.88345164
2019-Apr-viral-fraction__viral-spades-short__as-yet-unknown__52048bp__000072||full	10.672277	18.597427	17.130507	37.40063	10.391118	27.290028	25.880373	13.186355	3.4774	21.978813	7.4985247	9.461847	14.764085	5.8502984	7.0305862	10.575408	12.7227	11.928252	6.0771275	5.4660983	4.6202364	5.183256	15.437505	8.525919	8.280846	18.030855	12.600558
2019-Apr-viral-fraction__viral-spades-short__as-yet-unknown__48044bp__000089||full	0.19431353	0.30568847	0.28385285	73.01717	0.37217134	5.277895	1.441571	0.586099	1.0244604	5.5972514	2.7881975	0	0.24996936	0.42276773	0.46351907	3.646349	3.8309429	0.6627994	14.67356	0.21261942	0.21007283	0.5878912	1.4625078	1.0058827	0.55292594	2.4696572	0.72830486
2019-Apr-viral-fraction__viral-spades-short__as-yet-unknown__47609bp__000092||full	0.73061013	0.29129776	0.30624267	18.123821	0.9374873	2.8063583	1.7020525	1.5918192	1.0703866	4.8571553	1.0975156	0.45213607	0.6212707	0.4465219	0.18545844	4.305146	4.6249337	0.94352937	5.765394	0.19015421	0.3080626	0.53346765	0.47483248	0.22039075	0.24584143	0.7054995	0.35344976
2019-Apr-viral-fraction__viral-spades-short__as-yet-unknown__46719bp__000100||full	3.7093968	5.406644	6.4615183	2.1046245	5.976751	7.172642	5.6291356	1.8540274	0.834968	3.9528956	3.8045325	6.568547	7.982043	0.107840076	0.8801567	1.4705652	2.9708107	0.09659906	0.80532974	1.3022525	1.7809216	0.6350781	0.34853172	0.8341162	0.14443667	0.37968215	0.18442859
2019-Apr-viral-fraction__viral-spades-short__as-yet-unknown__46326bp__000101||full	3.5514693	7.0100102	7.2896724	17.71183	4.0981846	7.666509	6.690969	3.7149355	1.5314084	2.6177888	6.1342077	4.16046	7.371052	3.1798718	5.924449	8.4087925	10.0385	1.5429837	9.683063	4.4761934	5.8493867	5.526705	2.2718828	5.9773893	2.7610478	2.7372918	1.5529386
2019-Apr-viral-fraction__viral-spades-short__as-yet-unknown__43907bp__000110||full	0.062794685	0.04174451	0.05316037	3.7623825	0.09711967	0.23435779	0.17019422	0.2100563	0.39709133	0.38510045	0.8373051	0.07615212	0.10925499	0.11534765	0.27431846	0.39411813	0.18064399	0.07246409	0.5831621	0.14406043	0.09194901	0	0.20019604	0.42653546	0.49447826	0.37185556	0.5217642
2019-Apr-viral-fraction__viral-spades-short__as-yet-unknown__43130bp__000117||full	0.84323454	11.744584	8.06031	13.8599	2.1592963	13.839111	14.63392	2.0043466	1.6075611	4.4457574	4.50689	0.74238724	3.380617	0.47397482	1.6133126	1.7143861	1.9338651	0.34993416	1.9543806	0.6037489	0.3630341	0.4938926	0.4760974	1.6333642	0.5174481	0.7408667	0.31947175
2019-Apr-viral-fraction__viral-spades-short__as-yet-unknown__42872bp__000122||full	0.31017518	1.9414856	2.2217531	6.3238564	1.2811257	2.733698	2.3994179	1.6178888	0.4889388	1.2199711	2.1599078	0.43033803	1.6153774	2.5225437	1.4357463	0.84956914	1.1667815	2.3541458	1.6753845	1.531676	2.073253	3.8716016	1.0348653	1.8469666	1.4951094	1.4256283	1.1379125
2019-Apr-viral-fraction__viral-spades-short__as-yet-unknown__42268bp__000128||full	2.403883	3.6771774	4.458676	1.5528497	1.1418734	4.35183	4.108655	1.156428	0.5094683	2.9030468	1.2798179	2.618253	1.2786258	2.2083452	2.8199592	6.5865784	5.8875313	1.9520857	9.627987	2.8651083	3.2178288	2.7469304	1.9503207	2.8086329	0.8594732	2.807839	2.1300986
2019-Apr-viral-fraction__viral-spades-short__as-yet-unknown__42135bp__000131||full	0.124420516	0.22125375	0.23919475	3.3083842	0.12728135	0.5442402	0.41675562	0.18247092	0.19436531	0.72033215	0.36067212	0.101609975	0.15164796	0.15325089	0.2968246	0.72037965	0.63912404	0.21131346	2.9421804	0.17922552	0.16050054	0.17234015	0.221134	0.34974766	0.10657018	0.41592863	0.16102338
2019-Apr-viral-fraction__viral-spades-short__as-yet-unknown__41583bp__000139||full	0	0	0	4.6266484	0.23075187	0.6588357	0.36464736	0.20518377	0.2653387	1.4195979	0.5128305	0	0.22758222	0	0	0	0	0	0.11358523	0	0	0	0	0	0	0	0
2019-Apr-viral-fraction__viral-spades-short__as-yet-unknown__40912bp__000148||full	0	0	0	0.9307345	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2019-Apr-viral-fraction__viral-spades-short__as-yet-unknown__40839bp__000149||full	7.1696067	23.308119	25.602537	17.206087	8.775686	24.352163	22.516617	9.715217	3.4427278	23.724005	6.918496	7.938496	11.166672	9.460723	10.064831	8.004676	7.596885	10.857591	9.321918	10.86109	12.764537	11.2929535	12.657172	13.215525	4.981499	13.294327	11.755371
2019-Apr-viral-fraction__viral-spades-short__as-yet-unknown__40400bp__000153||full	3.2627685	4.213787	2.8471124	24.68651	0.7397926	20.541784	17.202095	1.3050812	1.908026	25.745287	7.9099803	0.763557	0.5360005	0.6630468	12.74404	9.739185	9.058559	2.050819	7.343217	6.69831	1.0572776	0.7035631	10.599301	12.607013	2.868303	11.862396	10.060127
2019-Apr-viral-fraction__viral-spades-short__as-yet-unknown__39999bp__000157||full	0	0	0	3.1696637	0	0	0.21769433	0	0.10316469	0.21126659	0.2628465	0	0	0	0.08354169	0.692289	0.46300927	0	2.6687832	0	0	0	0	0.12559351	0	0.114633426	0
2019-Apr-viral-fraction__viral-spades-short__as-yet-unknown__38990bp__000169||full	0.10905698	0.44434136	0.48728678	2.0538406	0.31059885	0.39813372	0.4365056	0.22044587	0.15910625	0.6062054	0.62795734	0.13314377	0.48987794	0.19049487	0.13464025	0.49320364	0.3588794	0.4507245	0.485921	0.24396494	0.25964257	0.12431252	0.11886915	0.11548514	0.17997725	0.11840856	0.1815303
2019-Apr-viral-fraction__viral-spades-short__as-yet-unknown__38940bp__000170||full	0.28764525	1.7047877	1.2883769	5.595043	0.27330914	6.262147	4.871803	0.22868058	0.32752755	1.0754081	1.6389929	0.2584102	0.22267003	0	1.7401985	1.6551393	2.2721548	0.09385994	1.6422776	0.8826874	0.18989162	0.1476158	0.709003	2.1918917	0.25638103	0.59767294	0.2711527
2019-Apr-viral-fraction__viral-spades-short__as-yet-unknown__38935bp__000171||full	2.5735092	0.0844038	0.10086353	1.1142706	4.744946	0.24624328	0.24254431	2.320648	0.31660074	0.6557859	0.24580747	2.4232836	8.487915	1.2962071	0.36344063	3.8751159	3.4549248	1.2437553	2.9374592	0.3882828	0.6233047	0.958119	1.0454797	0.3391306	0.34761545	1.0858791	0.7529719
